Course code,Course title
HRTS101 , Introduction to Human Rights 
HRTS201 , Foundations and Critiques of Human Rights 
HRTS203 , The Canadian Charter of Rights and Freedoms 
HRTS204 ," Discrimination, Rights, and Canadian Law "
HRTS301 , Human Rights and the United Nations 
HRTS302 , Critical Ap proaches to Contemporary Human Rights Issues 
HRTS305 , Indigenous Rights in Global Context 
HRTS390 , Special Topics in Human Rights 
HRTS398 , Directed Readings in Human Rights Topics 
HRTS490 , Advanced Topics in Human Rights 
HRTS498 , Directed Studies in Human Rights 
HUMSC101 , Great Dialogues: Reflection and Action 
HUMSC102 , Great Dialogues: Politics and Morality 
HUMSC201 , Great Dialogues: Reason and Faith 
HUMSC289 , Special Topics in Human Sciences 
HUMSC301 , Great Dialogues: The Sacred and the Profane 
HUMSC389 , Special Topics in Human Sciences 
HUMSC401 ," Great Dialogues: Athens, Jerusalem, and Technological Society "
HUMSC489 , Special Topics in Human Sciences 
HUMSC490 , Great Dialogues: Medical Humanities on Health and Life 
HUMSC498 , Directed Studies in Human Sciences 
INDENT200 ," The Past, Present, and Future of Indigenous Entrepreneurship "
INDENT210 , Fundamentals of Indigenous Entrepreneurship 
INDENT225 , Practicum in Indigenous Entrepreneurship 1 
INDENT302 , Creating an Online Business 
INDENT310 , Case Studies in Indigenous Venture Creation 
INDENT320 , Indigenous Economic Development Corporations 
INDENT325 , Practicum in Indigenous Entrepreneurship 2 
INDG101 , Mohawk Language 1 
INDG102 , Mohawk Language 2 
INDG201 , The Indigenous Experience in Canada 
INDG216 , Indigenous Visual Culture in Canada 
INDG226 , Introduction to Indigenous Spirituality 
INDG228 , Introduction to Indigenous Political Thought 
INDG272 , Issues in Contemporary Indigenous Communities in Canada 
INDG301 , Critical Theories of Indigeneity in a Global Perspective 
INDG305 , Indigenous Rights in Global Context 
INDG318 , Indigenous Worldviews and Spirituality 
INDG390 , Special Topics in Indigenous Studies 
INNOV200 , Theory and Practice of Social Innovation and Impact 
INNOV201 , Social Innovation for Global Impact 
INNOV300 , Case Studies in Social Innovation for Impact 
INNOV302 , Measuring  and Evaluating  Social Innovation for Impact 
INNOV311 , Research for Social Impact 
INNOV411 , Designing  for Social Impact 
INDEV100 , Introduction to International Development 
INDEV101 , Issues in International Development 
INDEV200 , The Political Economy of Development 
INDEV202 , Accounting  for Development Organizations 
INDEV212 , Problem Solving  for Development
INDEV262 , Introduction to Global Emerging  Cities 
INDEV275 , Special Topics in International Development 
INDEV300 , Culture and Ethics 
INDEV302 , Development Agents 
INDEV308 , Introduction to Social Entrepreneurship 
INDEV375 , Special Topics in International Development 
INDEV401 , International Development Placement 1 
INDEV402 , International Development Placement 2 
INDEV404 , International Development Theory 
INDEV474 , Special Topics in International Development 
INDEV475 , Contemporary Development Issues 
INDEV476 , Contemporary Issues in Development Practice 
INDEV478 , Governing  the Commons 
INDEV490A , Honours Thesis: Project Preparation 
INDEV490B , Honours Thesis: Project Completion 
INTST101 , Introduction to International Studies 
ITAL101 , Introduction to Italian Language 1 
ITAL102 , Introduction to Italian Language 2 
ITAL155 , Intensive Introductory Italian Language 
ITAL201 , Intermediate Italian 1 
ITAL202 , Intermediate Italian 2 
ITAL251 , Issues in Contemporary Italian Society 
ITAL396 , Special Topics/Directed Readings 
ITALST100 , Understanding  Modern Italy 
ITALST111 ," Women, Sex, Marriage, and Family Traditions in Italy "
ITALST112 ," Women, Sexual Identities, and Relationships in Italy "
ITALST120 , Italian Cinema 
ITALST242 , The Emergence of Black Italy 
ITALST261 , Italian Innovators: Italy by Design 
ITALST263 ," Contagion, Disease, and Illness in Italian Literature and Film "
ITALST265 , The Mafia 
ITALST271 , Italian Canadian Experience 
ITALST281 , Italian Cinema and the Novel 
ITALST291 , Italian Culture and Civilization 1 
ITALST292 , Italian Culture and Civilization 2 
ITALST296 , Special Topics in Contemporary Italian Society 
ITALST311 , Medieval Italian Literature 
ITALST312 , Renaissance Italian Literature 
ITALST349 , The Mystical Imagination 
ITALST360 , Dante's Divine Comedy 
ITALST392 , Modern Italian Poetry and Theatre 
ITALST394 , Italian Studies in Italy 
ITALST396 , Special Topics/Directed Readings 
JAPAN101R , First Year Japanese 1
JAPAN102R , First Year Japanese 2
JAPAN111R , Japanese for Business 1 
JAPAN112R , Japanese for Business 2 
JAPAN201R , Second Year Japanese 1
JAPAN202R , Second Year Japanese 2
JAPAN301R , Third Year Japanese 1
JAPAN302R , Third Year Japanese 2
JAPAN391R , Special Topics 
JS203 , Jewish Responses to the Holocaust 
JS209 , Jews and Jewishness 
JS212 , Great Jewish Books 
JS215 , Visions of Israel in Judaism: From Biblical to Modern Times 
JS217 , Judaism 
JS218 ," Seduction, Rivalry, and Dysfunction in the Bible "
JS228 , Big  Ideas of the Bible 
JS231 , Antisemitism 
JS233 , The Holocaust and Film 
JS234 , Power and Corruption in the Bible 
JS235 , Jesus: Life and Legacy 
JS236 , Paul: Life and Letters 
JS237 , Insiders and Outsiders in the Bible 
JS314 , Secret Teachings and Mysticism in Judaism 
JS350 , Special Topics in Jewish Studies 
JS364 , Jewish Humour: Laughing  Your Way Through History 
KIN100 , Regional Human Anatomy 
KIN100L , Regional Human Anatomy Laboratory 
KIN104 , Fundamentals of Kinesiology 
KIN104L , Fundamentals of Kinesiology Laboratory 
KIN121 , Biomechanics of Human Movement 
KIN121L , Biomechanics of Human Movement Laboratory 
KIN140L , Sports Injury Management Laboratory 
KIN146 , Introduction to Human Nutrition 
KIN202 , Exercise Physiology and Metabolism 
KIN202L , Exercise Physiology and Metabolism Laboratory 
KIN204 , Movement Assessment and Exercise Prescription 
KIN204L , Movement Assessment and Exercise Prescription Laboratory 
KIN217 , Human Biochemistry 
KIN221 , Advanced Biomechanics of Human Movement 
KIN221L , Advanced Biomechanics of Human Movement Laboratory 
KIN232 , Research Design and Statistics 
KIN255 , Fundamentals of Neuroscience 
KIN255L , Fundamentals of Neuroscience Laboratory 
KIN301 , Human Anatomy of the Central Nervous System 
KIN305 ," Human Anatomy of the Thorax, Abdomen, and Pelvis "
KIN307 , Methods in Biochemical and Physiological Research 
KIN308 , Cardiovascular and Pulmonary Physiology 
KIN310 ," Development, Aging, and Health "
KIN312 , Introduction to Neurological Disorders 
KIN314 , Clinical Exercise Physiology 
KIN320 , Task Analysis 
KIN326 , Forensic Biomechanics 
KIN327 , Trauma Biomechanics 
KIN340 , Musculoskeletal Injuries in Sport and Activity 
KIN342 , Nutrition and Aging 
KIN343 , Micronutrient Metabolism 
KIN346 , Human Nutrition and Metabolism 
KIN351 , Therapeutic Rehabilitation of Orthopedic Injuries 
KIN352 , Sociology of Aging 
KIN354 , Psy chology of Physical Activity 
KIN356 , Sensory Systems Neuroscience 
KIN357 , Motor Learning  and Neuroplasticity 
KIN359 ," Cognition, Cognitive Dysfunction, and Movement "
KIN360 , Concussion 
KIN390 , Clinical Field Placement 
KIN391 , Research Ap prenticeship 
KIN397 , Strength and Conditioning Program Design for Athletes 
KIN400 , Athletic Injury Practicum 
KIN402 , Environmental Physiology 
KIN403 , Occupational Physiology 
KIN404 , Physiology of Obesity and Ty pe 2 Diabetes 
KIN406 , Physiology of Muscle Aging and Disease 
KIN407 , Cardiovascular Pathophysiology 
KIN415 , Clinical Neurophysiology 
KIN416 , Neuromuscular Integr ation 
KIN418 , Physical Activity and Aging 
KIN420 , Occupational Biomechanics 
KIN422 ," Human Posture, Balance and Gait "
KIN425 , Biomechanical Modelling 
KIN427 , Low Back Disorders 
KIN428 , Upper Extremity Disorders 
KIN429 , Bone and Joint Health 
KIN431 , Research Proposal 
KIN432 , Research Project 
KIN433 , Senior Essay 
KIN446 , Physiological and Biochemical Aspects of Nutrition and Health 
KIN453 , Ap plied Sport Psy chology 
KIN455 , Brain and Behavioural Development 
KIN459 ," Cognitive, Emotional and Motor Assessment "
KIN470 , Seminar in Kinesiology 
KIN471 , Contemporary Issues in Kinesiology 
KIN472 , Directed Study in Special Topics 
KIN491 , Clinical Kinesiology   Sports Injuries Assessment
KIN492 , Advanced Clinical Kinesiology Practicum 
KIN493 , Clinical Kinesiology: Movement Assessment Practicum 
INTEG10 , Knowledge Integr ation Seminar 
INTEG120 , The Art and Science of Learning 
INTEG121 ," Collaboration, Design Thinking, and Problem Solving "
INTEG210 , Making  Collaboration Work 
INTEG220 , Nature of Scientific Knowledge 
INTEG221 , The Social Nature of Knowledge 
INTEG230 , The Museum Course: Preparation and Field Trip 
INTEG240 ," Bullshit, Bias, and Bad Arguments "
INTEG251 , Creativity and Innovation 
INTEG275 , Special Topics in Knowledge Integration 
INTEG320 , The Museum Course: Research and Design 
INTEG321 , The Museum Course: Practicum and Presentation 
INTEG340 , Research Design and Methods 
INTEG375 , Special Topics in Knowledge Integration 
INTEG410 , Interdisciplinary Collaboration 
INTEG420A , Senior Honours Project A 
INTEG420B , Senior Honours Project B 
INTEG440 , Computational Social Science 
INTEG441 , Hard Decisions and Wicked Problems 
INTEG475 , Special Topics in Knowledge Integration 
INTEG475A , Special Topics in Knowledge Integration 
INTEG475B , Special Topics in Knowledge Integration 
INTEG499 , Independent Studies 
INTEG499A , Independent Group Project A 
INTEG499B , Independent Group Project B 
KOREA101R , First Year Korean 1
KOREA102R , First Year Korean 2
KOREA201R , Second Year Korean 1
KOREA202R , Second Year Korean 2
KOREA301R , Third Year Korean 1
KOREA302R , Third Year Korean 2
KOREA391R , Special Topics 
LAT101 , Introductory Latin 1 
LAT102 , Introductory Latin 2 
LAT201 , Intermediate Latin 
LAT202 , Selections from Latin Authors 
LAT291 , Intermediate Latin: Translation and Interpretation 
LAT331 , Advanced Readings in Latin: Prose 
LAT332 , Advanced Readings in Latin: Poetry 
LAT341 , Advanced Studies in Latin: Selected Topics 
LAT351 ," Latin Composition, Grammar, and Reading "
LAT381 , Medieval Latin 
LAT421 , Latin Epigr aphy 
LAT422 , Latin Palaeogr aphy 
LAT451 ," Senior Latin Composition, Grammar, and Reading "
LAT490 , Senior Studies in Latin: Selected Topics 
LAT491 , Senior Studies in Latin: Independent Study 
LS101 , Introduction to Legal Studies 
LS201 , Women and the Law 
LS202 , Criminal Law 
LS203 , Special Topics in Legal Studies 
LS206 , Canadian Government and Politics 
LS213 , Surveillance Studies 
LS221 , Research Methods 
LS222 , Juvenile Delinquency 
LS223 , Deviance: Perspectives and Processes 
LS224 , Victims and Society 
LS226 , Sociology of Mental Disorder 
LS227 , Criminology 
LS228 , Sociology of Criminal Justice 
LS229 , Selected Topics in Criminology 
LS235 , History of Ancient Law 
LS236 , Law and Society in the Middle Ages 
LS237 , Canadian Legal History 
LS240 , Terrorism 
LS250 , Family Policy and the Law 
LS263 , Organized Crime 
LS271 , Conflict Resolution 
LS272 , Psy chology and Law 
LS273 , Children's Rights in Canada 
LS280 , Social Statistics 
LS283 , Business Law 
LS286 , Law in Popular Culture 
LS291 , Legal Writing 
LS292 , Literature and the Law 
LS300 , Sociology of Law 
LS301 , Legal Studies Research Methods for a Global Age 
LS305 , Socio Legal Ap proaches to Privacy in Contemporary Contexts
LS306 , Juvenile Justice 
LS315 , Labour Law 
LS319 , Negotiation: Theories and Strategies 
LS322 , Field Research Methods 
LS325 , Sexuality and the Law 
LS326 , Punishment and Society 
LS327 , Policing  in a Democratic Society 
LS328 , Tra?cking and Financial Crime 
LS329 , Security and Governance 
LS330 , Special Topics in Legal Studies 
LS331 , Human Rights in Historical Perspective 
LS342 , Migration and Legality 
LS344 , Restorative Justice 
LS348 , Animal Law 
LS350 , Love and the Law 
LS351 , Philosophy of Law 
LS352 , Human Rights 
LS363 , Canadian Constitutional Law 
LS364 , The Law and Politics of Free Speech 
LS366 , Global Governance 
LS372 , Criminal Profiling 
LS373 , Indigenous Peoples and Canadian Public Policy 
LS374 , The Evolution of Family Law in Canadian Society 
LS386 , Law and Violence 
LS387 , Criminal Justice Institutions 
LS401 ," Law, Culture, and Rights "
LS402 , Perspectives on Legal Authority and Subjectivity 
LS403 , Crime and Public Policy 
LS404 , Law of the Environment 
LS405 ," Democracy, Revolution, Law "
LS409 ," Health, Surveillance, and Law "
LS410 , Law and Emergency Governance 
LS413 , Surveillance and Society 
LS419 , Police Systems and Practices 
LS422 , Violent Extremism and Terrorism 
LS423 , Peers and Crime 
LS425 , Crossing  Borders: Law and Global Deviance 
LS426 , Criminology of Mobility 
LS428 , Sentencing  as a Social Process 
LS431 , Corporate Governance 
LS433 ," Crime, Law, and Technoscience "
LS434 , Sociology of At Risk Youth
LS435 , Cybercrime and Digital Harm 
LS461 , Transnational Organized Crime 
LS462 , Indigenous Political Theory 
LS463 , Rights and Public Policy 
LS464 , Justice and Gender 
LS471 ," Communication, Resistance, and Social Change "
LS492 , Communication and Social Justice 
LS496 , Special Topics in Legal Studies 
LS498 , Directed Readings in Legal Studies 
MGMT171 , Fundamentals of Personal and Business Finance 
MGMT220 , Entrepreneurship and the Creative Workplace 
MGMT244 , Principles of Marketing 
MGMT345 , Marketing Strategy 
MSE100 , Management Engineering  Concepts 
MSE100B , Seminar 
MSE121 , Introduction to Computer Progr amming 
MSE131 , Work Design and Facilities Planning 
MSE200A , Seminar 
MSE200B , Seminar 
MSE211 , Organizational Behaviour 
MSE232 , Modelling  in Operations Research 
MSE240 , Algorithms and Data Structures 
MSE245 , Databases and Software Design 
MSE251 , Probability and Statistics 1 
MSE253 , Probability and Statistics 2 
MSE261 , Engineering  Economics: Financial Management for Engineers 
MSE263 , Managerial Economics 
MSE271 , Advanced Calculus and Numerical Methods 
MSE300A , Seminar 
MSE300B , Seminar 
MSE302 , Engineering  Design Methods 
MSE311 , Organizational Design and Technology 
MSE331 , Introduction to Optimization 
MSE332 , Deterministic Optimization Models and Methods 
MSE333 , Simulation Analysis and Design 
MSE334 , Operations Planning and Inventory Control 
MSE342 , Principles of Software Engineering 
MSE343 , Human Computer Interaction
MSE391 , Work Term Report
MSE392 , Work Term Report
MSE400A , Seminar 
MSE400B , Seminar 
MSE401 , Management Engineering Design Project 1 
MSE402 , Management Engineering  Design Project 2 
MSE411 , Leadership and Influence 
MSE422 , Economic Impact of Technological Change and Entrepreneurship 
MSE431 , Stochastic Models and Methods 
MSE432 , Production and Service Operations Management 
MSE433 , Ap plications of Management Engineering 
MSE434 , Supp ly Chain Management 
MSE435 , Advanced Optimization Techniques 
MSE436 , Decision Sup port Systems 
MSE442 , Impact of Information Systems on Organizations and Society 
MSE446 , Introduction to Machine Learning 
MSE452 , Decision Making Under Uncertainty 
MSE454 , Technical Entrepreneurship 
MSE491 , Work Term Report
MSE531 , Stochastic Processes and Decision Making 
MSE541 , Search Engines 
MSE543 , Analytics and User Experience 
MSE546 , Advanced Machine Learning 
MSE551 , Quality Management and Control 
MSE555 , Scheduling: Theory and Practice 
MSE597 , Complementary Studies Topics in Management Science and Engineering 
MSE598 , Special Topics in Management Engineering 
MNS10 , Materials and Nanosciences Seminar 
MNS101 , Materials and Nanosciences in the Modern World 
MNS102 , Techniques for Materials and Nanosciences 
MNS201L , Materials and Nanosciences Laboratory 
MNS211 , Chemistry and the Solid State 
MNS221 , Physics and the Solid State 
MNS321 , Electrical and Optical Properties of Materials 
MNS322 , Polymer Materials 
MNS331 , Biomaterials 
MNS410 , Special Topics in Solid State Materials
MNS431 , Special Topics in Nano Biomaterials
MATBUS371 , Introduction to Corporate Finance 
MATBUS470 , Derivatives 
MATBUS471 , Fixed Income Securities 
MATBUS472 , Risk Management 
MATH52 , Pre University Calculus
MATH97 , Study Abroad 
MATH103 , Introductory Algebra for Arts and Social Science 
MATH104 , Introductory Calculus for Arts and Social Science 
MATH106 , Ap plied Linear Algebra 1 
MATH114 , Linear Algebra for Science 
MATH115 , Linear Algebra for Engineering 
MATH116 , Calculus 1 for Engineering 
MATH117 , Calculus 1 for Engineering 
MATH118 , Calculus 2 for Engineering 
MATH119 , Calculus 2 for Engineering 
MATH124 , Calculus and Vector Algebra for Kinesiology 
MATH127 , Calculus 1 for the Sciences 
MATH128 , Calculus 2 for the Sciences 
MATH135 , Algebra for Honours Mathematics 
MATH136 , Linear Algebra 1 for Honours Mathematics 
MATH137 , Calculus 1 for Honours Mathematics 
MATH138 , Calculus 2 for Honours Mathematics 
MATH145 , Algebra (Advanced Level) 
MATH146 , Linear Algebra 1 (Advanced Level) 
MATH147 , Calculus 1 (Advanced Level) 
MATH148 , Calculus 2 (Advanced Level) 
MATH199 , Mathematical Discovery and Invention 
MATH207 , Calculus 3 (Non Specialist Level)
MATH211 , Advanced Calculus 1 for Electrical and Computer Engineers 
MATH212 , Adv Calculus 2 for Electrical Engineers 
MATH213 ," Signals, Systems, and Differential Equations "
MATH215 , Linear Algebra for Engineering 
MATH217 , Calculus 3 for Chemical Engineering 
MATH218 , Differential Equations for Engineers 
MATH225 , Ap plied Linear Algebra 2 
MATH227 , Calculus 3 for Honours Physics 
MATH228 , Differential Equations for Physics and Chemistry 
MATH229 , Introduction to Combinatorics (Non Specialist Level)
MATH235 , Linear Algebra 2 for Honours Mathematics 
MATH237 , Calculus 3 for Honours Mathematics 
MATH239 , Introduction to Combinatorics 
MATH245 , Linear Algebra 2 (Advanced Level) 
MATH247 , Calculus 3 (Advanced Level) 
MATH249 , Introduction to Combinatorics (Advanced Level) 
MTHEL99 , First Year Mathematics Readiness
MTHEL131 , Introduction to Actuarial Practice 
MTHEL198 , Mathematics Elective Topics 1 
MTHEL206 , Introduction to Mathematics Education 
MTHEL298 , Mathematics Elective Topics 2 
MTHEL398 , Mathematics Elective Topics 3 
MTHEL498 , Mathematics Elective Topics 4 
ME100 , Introduction to Mechanical Engineering  Practice 1 
ME100B , Seminar 
ME101 , Introduction to Mechanical Engineering  Practice 2 
ME115 , Structure and Properties of Materials 
ME123 , Electrical Engineering  for Mechanical Engineers 
ME200A , Seminar 
ME200B , Seminar 
ME201 , Advanced Calculus 
ME202 , Statistics for Engineers 
ME203 , Ordinary Differential Equations 
ME212 , Dynamics 
ME219 , Mechanics of Deformable Solids 1 
ME220 , Mechanics of Deformable Solids 2 
ME230 , Control of Properties of Materials 
ME235 , Materials Science and Engineering 
ME250 , Thermodynamics 1 
ME262 , Introduction to Microprocessors and Digital Logic 
ME269 , Electromechanical Devices and Power Processing 
ME300A , Seminar 
ME300B , Seminar 
ME303 , Advanced Engineering  Mathematics 
ME321 , Dynamics of Machines and Mechanical Vibrations 
ME322 , Mechanical Design 1 
ME340 , Manufacturing Processes 
ME351 , Fluid Mechanics 1 
ME353 , Heat Transfer 1 
ME354 , Thermodynamics 2 
ME360 , Introduction to Control Systems 
ME362 , Fluid Mechanics 2 
ME380 , Mechanical Engineering Design Workshop 
ME400A , Seminar 
ME400B , Seminar 
ME423 , Mechanical Design 2 
ME435 , Industrial Metallurgy 
ME436 , Welding  and Joining  Processes 
ME452 , HVAC Load Analysis and Design Fundamentals 
ME456 , Heat Transfer 2 
ME459 , Energy Conversion 
ME481 , Mechanical Engineering Design Project 1 
ME482 , Mechanical Engineering Design Project 2 
ME524 , Advanced Dynamics and Vibrations 
ME526 , Fatigue and Fracture Analysis 
ME531 , Physical Metallurgy Ap plied to Manufacturing 
ME533 , Non Metallic and Composite Materials
ME535 , Welding Metallurgy 
ME538 ," Welding Design, Fabrication and Quality Control "
ME540 , Fundamentals in Neural and Rehabilitation Engineering 
ME547 ," Robot Manipulators: Kinematics, Dynamics, Control "
ME548 , Numerical Control of Machine Tools 1 
ME555 , Computer Aided Design
ME557 , Combustion 1 
ME559 , Finite Element Methods 
ME561 , Fluid Power Control Systems 
ME562 , Experimental Methods in Fluids 
ME563 , Turbomachines 
ME564 , Aerodynamics 
ME566 , Computational Fluid Dynamics for Engineering  Design 
ME567 , Fire Safety Engineering 
ME571 , Clean Air Technologies 
ME572 , Building  Energy Analysis 
ME573 ," HVAC Systems, Equipment, and Energy E?ciency "
ME574 , Engineering  Biomechanics 
ME595 , Special Topics in Mechanical Engineering 
ME596 , Special Topics in Mechanical Engineering 
ME597 , Special Topics in Mechanical Engineering 
ME598 , Special Topics in Mechanical Engineering 
ME599 , Special Topics in Mechanical Engineering 
MTE100 , Mechatronics Engineering 
MTE100B , Seminar 
MTE111 , Structure and Properties of Materials 
MTE119 , Statics 
MTE120 , Circuits 
MTE121 , Digital Computation 
MTE140 , Algorithms and Data Structures 
MTE182 , Physics 2: Dynamics 
MTE200A , Seminar 
MTE200B , Seminar 
MTE201 , Experimental Measurement and Statistical Analysis 
MTE202 , Ordinary Differential Equations 
MTE203 , Advanced Calculus 
MTE204 , Numerical Methods 
MTE219 , Mechanics of Deformable Solids 
MTE220 , Sensors and Instrumentation 
MTE241 , Introduction to Computer Structures and Real Time Systems
MTE252 , Linear Systems and Signals 
MTE262 , Introduction to Digital Logic 
MTE300A , Seminar 
MTE300B , Seminar 
MTE309 , Introduction to Thermodynamics and Heat Transfer 
MTE320 , Actuators and Power Electronics 
MTE321 , Design and Dynamics of Machines 
MTE322 , Electromechanical Machine Design 
MTE325 , Microprocessor Systems and Interfacing for Mechatronics Engineering 
MTE351 , Systems Models 1 
MTE352 , Fluid Mechanics 1 
MTE360 , Automatic Control Systems 
MTE380 , Mechatronics Engineering Design Workshop 
MTE400A , Seminar 
MTE400B , Seminar 
MTE420 , Power Electronics and Motor Drives 
MTE421 , Introduction to Analog  and Digital Transistor Level Design
MTE460 , Mechatronic System Integration 
MTE481 , Mechatronics Engineering  Design Project 
MTE482 , Mechatronics Engineering  Project 
MTE484 , Digital Control Ap plications 
MTE544 , Autonomous Mobile Robots 
MTE545 , Introduction to MEMS Fabrication 
MTE546 , Multi Sensor Data Fusion
MTE597 , Special Topics in Mechatronics Engineering: Software Systems 
MTE598 , Special Topics in Mechatronics Engineering: Hardware Systems 
MTE599 , Special Topics in Mechatronics Engineering: Mechanical Systems 
MEDVL105 , Introduction to Medieval Studies 
MEDVL115 , Crusading  in the Middle Ages 
MEDVL130 , Norse My thology 
MEDVL205 , Medieval Society 
MEDVL230 , Vikings! 
MEDVL250R , The History of Islamic Civilization from Late Antiquity to 1300 
MEDVL251R , The History of Islamic Civilization from 1300 1800: The Islamic Gunpowder Empires
MEDVL252 , Medieval Monsters 
MEDVL260 , Medieval Europe c.300 c.1500
MEDVL291 , Special Topics in Medieval Studies 
MEDVL304 , Heresy and Religious Crises in Late Medieval Europe 
MEDVL305 , Medieval Death and Dying 
MEDVL306 , Public Health in Medieval Society 
MEDVL307 , Concepts of Health and Disease in Western Medical History 
MEDVL330 , Infamous Lovers 
MEDVL391 , Special Topics in Medieval Studies 
MEDVL491 , Special Topics in Medieval Studies 
MEDVL492 , Medieval Archaeology Field School 
MENN125 , Who are the Mennonites? 
MENN390 , Special Topics in Mennonite Studies 
MENN397 , Directed Readings in Mennonite Studies 
MOHAWK101R , Mohawk Language 1 
MOHAWK102R , Mohawk Language 2 
MUSIC100 , Understanding  Music 
MUSIC110 , How Music Matters 
MUSIC111 , Fundamentals of Music Theory 
MUSIC116 , Music Ensemble 
MUSIC117 , Music Ensemble 
MUSIC140 , Popular Music and Culture 
MUSIC216 , Music Ensemble 
MUSIC217 , Music Ensemble 
MUSIC222 , Conducting 1 
MUSIC226 , Music Studio 
MUSIC227 , Music Studio 
MUSIC231 , Music Cognition 
MUSIC232 , Music as a Global Phenomenon 
MUSIC233 , Musical Rhy thms of the World 
MUSIC240 , Introduction to Jazz 
MUSIC246 , Soundtracks: Music in Film 
MUSIC250 , European Music History 1: Middle Ages to Classical Period 
MUSIC251 , European Music History 2: Romantic and Modern Eras 
MUSIC260 , Music for Orchestra 
MUSIC261 , Opera and Musical Theatre 
MUSIC270 , Music Theory 1 
MUSIC271 , Music Theory 2 
MUSIC275 , Music and Technology 
MUSIC290 , Special Topics 
MUSIC316 , Music Ensemble 
MUSIC317 , Music Ensemble 
MUSIC322 , Conducting 2 
MUSIC326 , Music Studio 
MUSIC327 , Music Studio 
MUSIC332 , Aesthetics of Music 
MUSIC333 , Music and Landscape 
MUSIC334 , Women and Music 
MUSIC335 , Perspectives in Music and Peace 
MUSIC355 , Music and Culture Travel Course 
MUSIC361 , Art Song 
MUSIC362 , Piano Literature 
MUSIC363 , The Church's Song 
MUSIC364 , Worship and its Music 
MUSIC370 , Music Theory 3 (19th Century) 
MUSIC371 , Music Theory 4 (20th Century) 
MUSIC376 , Composition Seminar 
MUSIC380 , Directed Study in Music 
MUSIC381 , Directed Study in Music 
MUSIC390 , Special Topics in Music 
MUSIC392 , Special Topics in Global Music 
MUSIC416 , Music Ensemble 
MUSIC417 , Music Ensemble 
MUSIC426 , Music Studio 
MUSIC427 , Music Studio 
MUSIC428 , Music Studio 
MUSIC491 , Senior Research Project 
MUSIC492 , Senior Honours Thesis 
NE100 , Introduction to Nanotechnology Engineering 
NE102 , Introduction to Nanomaterials Health Risk; Nanotechnology Engineering  Practice 
NE109 , Societal and Environmental Impacts of Nanotechnology 
NE110 , Introduction to Nanomaterials Health Risks 
NE111 , Introduction to Progr amming  for Engineers 
NE112 , Linear Algebra for Nanotechnology Engineers 
NE113 , Introduction to Computational Methods 
NE121 , Chemical Principles 
NE125 , Introduction to Materials Science and Engineering 
NE131 , Physics for Nanotechnology Engineering 
NE140 , Linear Circuits 
NE201 , Nanotoxicology ; Nanotechnology Engineering  Practice 
NE202 , Nanomaterials and Environmental Impact; Nanotechnology Engineering  Practice 
NE215 , Probability and Statistics 
NE216 , Advanced Calculus and Numerical Methods 1 
NE217 , Advanced Calculus and Numerical Methods 2 
NE220L , Materials Science and Engineering  Laboratory 
NE222 , Organic Chemistry for Nanotechnology Engineers 
NE225 , Structure and Properties of Nanomaterials 
NE226 , Characterization of Materials 
NE226L , Laboratory Characterization Methods 
NE241 , Electromagnetism 
NE242 , Semiconductor Physics and Devices 
NE281 , Biology for Nanotechnology Engineers 
NE301 ," Nanomaterials and Human Risks, Benefits; Nanotechnology Engineering Practice "
NE307 , Introduction to Nanosystems Design 
NE318 , Continuum Mechanics for Nanotechnology Engineering 
NE320L , Characterization of Materials Laboratory 
NE330L , Macromolecular Science Laboratory 
NE332 , Quantum Mechanics 
NE333 , Macromolecular Science 
NE334 , Statistical Thermodynamics 
NE335 , Soft Nanomaterials 
NE336 , Micro and Nanosystem Computer Aided Design
NE343 , Microfabrication and Thin Film Technology
NE344 , Electronic Circuits 
NE345 , Photonic Materials and Devices 
NE352 , Surfaces and Interfaces 
NE353 , Nanoprobing and Lithography 
NE380L , Nanobiotechnology Engineering Laboratory 
NE381 , Introduction to Nanoscale Biosystems 
NE408 , Nanosystems Design Project 
NE409 , Nanosystems Design Project and Symposium 
NE451 , Simulation Methods 
NE452 , Special Topics in Nanoscale Simulations 
NE453 , Special Topics in Nanotechnology Engineering 
NE454A , Nano Electronics Laboratory 1
NE454B , Nano Instrumentation Laboratory 1
NE454C , Nanobiosystems Laboratory 1 
NE454D , Nanostructured Materials Laboratory 1 
NE455A , Nano Electronics Laboratory 2
NE455B , Nano Instrumentation Laboratory 2
NE455C , Nanobiosystems Laboratory 2 
NE455D , Nanostructured Materials Laboratory 2 
NE459 , Nanotechnology Engineering  Research Project 
NE461 , Micro and Nano Instrumentation
NE466 , Tactile Sensors and Transducers 
NE471 , Nano Electronics
NE476 , Organic Electronics 
NE481 , Nanomedicine and Nanobiotechnology 
NE486 , Biosensors 
NE487 , Microfluidic and Nanobiotechnological Systems 
NE488 , Biomaterials and Tissue Engineering 
NE491 , Nanostructured Materials 
NE496 , Nanomaterials for Electrochemical Energy Systems 
OPTOM103 , Pathophysiology 
OPTOM104 , Neuroanatomy 
OPTOM105 , Medical Microbiology 
OPTOM106 ," Geometrical, Physical and Visual Optics "
OPTOM108 , Histology of Tissues and Organs 
OPTOM109 , Visual Perception 1: Perception of Light 
OPTOM114 , Ocular Anatomy and Physiology 
OPTOM124 , Human Gross Anatomy 
OPTOM126 , Fundamentals of Visual Optics 
